topicID	numTokensOfTopic	topicInAuthor	authorInTopic	author
19	471	0.003810	0.000495	Abbott, Edwin Abbott
42	457	0.003697	0.001234	Abbott, Edwin Abbott
50	450	0.003640	0.000271	Abbott, Edwin Abbott
27	432	0.003494	0.000502	Abbott, Edwin Abbott
45	386	0.003122	0.000393	Abbott, Edwin Abbott
3	362	0.002928	0.000352	Abbott, Edwin Abbott
54	354	0.002863	0.000464	Abbott, Edwin Abbott
40	339	0.002742	0.000218	Abbott, Edwin Abbott
63	314	0.002540	0.001052	Abbott, Edwin Abbott
44	289	0.002338	0.000182	Abbott, Edwin Abbott
62	275	0.002224	0.000675	Abbott, Edwin Abbott
69	265	0.002143	0.000338	Abbott, Edwin Abbott
34	235	0.001901	0.000464	Abbott, Edwin Abbott
30	208	0.001682	0.000309	Abbott, Edwin Abbott
57	192	0.001553	0.000193	Abbott, Edwin Abbott
68	174	0.001407	0.000118	Abbott, Edwin Abbott
14	160	0.001294	0.000367	Abbott, Edwin Abbott
46	139	0.001124	0.000210	Abbott, Edwin Abbott
31	136	0.001100	0.000493	Abbott, Edwin Abbott
49	114	0.000922	0.000351	Abbott, Edwin Abbott
4	105	0.000849	0.000130	Abbott, Edwin Abbott
64	100	0.000809	0.000703	Abbott, Edwin Abbott
51	97	0.000785	0.000103	Abbott, Edwin Abbott
37	92	0.000744	0.000332	Abbott, Edwin Abbott
5	76	0.000615	0.000162	Abbott, Edwin Abbott
38	66	0.000534	0.000114	Abbott, Edwin Abbott
33	54	0.000437	0.000380	Abbott, Edwin Abbott
12	52	0.000421	0.000093	Abbott, Edwin Abbott
8	48	0.000388	0.000089	Abbott, Edwin Abbott
58	43	0.000348	0.000067	Abbott, Edwin Abbott
66	38	0.000307	0.000196	Abbott, Edwin Abbott
52	34	0.000275	0.000084	Abbott, Edwin Abbott
16	31	0.000251	0.000042	Abbott, Edwin Abbott
32	29	0.000235	0.000061	Abbott, Edwin Abbott
67	27	0.000218	0.000178	Abbott, Edwin Abbott
11	26	0.000210	0.000095	Abbott, Edwin Abbott
56	26	0.000210	0.000117	Abbott, Edwin Abbott
20	24	0.000194	0.000109	Abbott, Edwin Abbott
60	24	0.000194	0.000045	Abbott, Edwin Abbott
22	22	0.000178	0.000069	Abbott, Edwin Abbott
59	22	0.000178	0.000065	Abbott, Edwin Abbott
71	20	0.000162	0.000088	Abbott, Edwin Abbott
24	16	0.000129	0.000039	Abbott, Edwin Abbott
43	13	0.000105	0.000088	Abbott, Edwin Abbott
74	13	0.000105	0.000039	Abbott, Edwin Abbott
55	12	0.000097	0.000025	Abbott, Edwin Abbott
53	57186	0.088783	0.015269	Bradbury, Ray
17	56379	0.087530	0.023615	Bradbury, Ray
40	45587	0.070775	0.029260	Bradbury, Ray
65	44730	0.069445	0.016364	Bradbury, Ray
73	36897	0.057284	0.016948	Bradbury, Ray
28	30983	0.048102	0.006151	Bradbury, Ray
7	29537	0.045857	0.017074	Bradbury, Ray
70	26907	0.041774	0.008139	Bradbury, Ray
3	22134	0.034364	0.021545	Bradbury, Ray
57	17367	0.026963	0.017440	Bradbury, Ray
48	14065	0.021836	0.005436	Bradbury, Ray
10	13945	0.021650	0.006549	Bradbury, Ray
41	12140	0.018848	0.004446	Bradbury, Ray
6	11781	0.018290	0.007736	Bradbury, Ray
69	10445	0.016216	0.013325	Bradbury, Ray
50	10357	0.016080	0.006238	Bradbury, Ray
18	10341	0.016055	0.005823	Bradbury, Ray
2	10120	0.015712	0.012151	Bradbury, Ray
14	9222	0.014317	0.021176	Bradbury, Ray
1	9000	0.013973	0.006197	Bradbury, Ray
23	8702	0.013510	0.002962	Bradbury, Ray
54	8146	0.012647	0.010683	Bradbury, Ray
15	8013	0.012440	0.006988	Bradbury, Ray
45	7710	0.011970	0.007841	Bradbury, Ray
61	7509	0.011658	0.007417	Bradbury, Ray
19	7487	0.011624	0.007870	Bradbury, Ray
29	7248	0.011253	0.004772	Bradbury, Ray
9	6499	0.010090	0.005475	Bradbury, Ray
39	6372	0.009893	0.001777	Bradbury, Ray
13	6182	0.009598	0.009381	Bradbury, Ray
68	6102	0.009474	0.004149	Bradbury, Ray
21	5864	0.009104	0.004947	Bradbury, Ray
51	5715	0.008873	0.006084	Bradbury, Ray
27	5387	0.008363	0.006265	Bradbury, Ray
47	5149	0.007994	0.001960	Bradbury, Ray
26	5083	0.007892	0.004993	Bradbury, Ray
35	5050	0.007840	0.004539	Bradbury, Ray
36	4676	0.007260	0.002710	Bradbury, Ray
11	4495	0.006979	0.016444	Bradbury, Ray
0	4413	0.006851	0.002539	Bradbury, Ray
42	4306	0.006685	0.011627	Bradbury, Ray
25	4238	0.006580	0.001620	Bradbury, Ray
46	3357	0.005212	0.005068	Bradbury, Ray
63	3194	0.004959	0.010702	Bradbury, Ray
55	3143	0.004880	0.006497	Bradbury, Ray
5	2869	0.004454	0.006122	Bradbury, Ray
44	2437	0.003784	0.001538	Bradbury, Ray
34	2227	0.003457	0.004395	Bradbury, Ray
67	1238	0.001922	0.008149	Bradbury, Ray
38	1183	0.001837	0.002047	Bradbury, Ray
62	1093	0.001697	0.002681	Bradbury, Ray
22	1048	0.001627	0.003299	Bradbury, Ray
4	948	0.001472	0.001172	Bradbury, Ray
37	647	0.001004	0.002337	Bradbury, Ray
72	626	0.000972	0.001929	Bradbury, Ray
59	590	0.000916	0.001733	Bradbury, Ray
64	586	0.000910	0.004122	Bradbury, Ray
33	439	0.000682	0.003086	Bradbury, Ray
8	422	0.000655	0.000782	Bradbury, Ray
56	420	0.000652	0.001894	Bradbury, Ray
58	390	0.000605	0.000610	Bradbury, Ray
31	384	0.000596	0.001392	Bradbury, Ray
52	381	0.000592	0.000941	Bradbury, Ray
12	340	0.000528	0.000608	Bradbury, Ray
66	326	0.000506	0.001678	Bradbury, Ray
30	320	0.000497	0.000475	Bradbury, Ray
60	306	0.000475	0.000578	Bradbury, Ray
20	279	0.000433	0.001264	Bradbury, Ray
32	267	0.000415	0.000565	Bradbury, Ray
74	254	0.000394	0.000769	Bradbury, Ray
16	235	0.000365	0.000316	Bradbury, Ray
49	220	0.000342	0.000678	Bradbury, Ray
43	209	0.000324	0.001408	Bradbury, Ray
24	154	0.000239	0.000377	Bradbury, Ray
71	109	0.000169	0.000477	Bradbury, Ray
35	156904	0.412200	0.141040	Shelley, Mary Wollstonecraft
39	20597	0.054110	0.005743	Shelley, Mary Wollstonecraft
0	18132	0.047634	0.010431	Shelley, Mary Wollstonecraft
2	14689	0.038589	0.017636	Shelley, Mary Wollstonecraft
23	13382	0.035156	0.004555	Shelley, Mary Wollstonecraft
17	12280	0.032261	0.005144	Shelley, Mary Wollstonecraft
7	10459	0.027477	0.006046	Shelley, Mary Wollstonecraft
47	10430	0.027400	0.003970	Shelley, Mary Wollstonecraft
10	10103	0.026541	0.004745	Shelley, Mary Wollstonecraft
70	9297	0.024424	0.002812	Shelley, Mary Wollstonecraft
48	8833	0.023205	0.003414	Shelley, Mary Wollstonecraft
25	6760	0.017759	0.002584	Shelley, Mary Wollstonecraft
13	6466	0.016987	0.009812	Shelley, Mary Wollstonecraft
53	6020	0.015815	0.001607	Shelley, Mary Wollstonecraft
15	5237	0.013758	0.004567	Shelley, Mary Wollstonecraft
29	4235	0.011126	0.002789	Shelley, Mary Wollstonecraft
36	4222	0.011092	0.002447	Shelley, Mary Wollstonecraft
50	3931	0.010327	0.002368	Shelley, Mary Wollstonecraft
65	3893	0.010227	0.001424	Shelley, Mary Wollstonecraft
1	3828	0.010056	0.002636	Shelley, Mary Wollstonecraft
19	3710	0.009746	0.003900	Shelley, Mary Wollstonecraft
26	3275	0.008604	0.003217	Shelley, Mary Wollstonecraft
21	3021	0.007936	0.002549	Shelley, Mary Wollstonecraft
6	2947	0.007742	0.001935	Shelley, Mary Wollstonecraft
5	2672	0.007020	0.005702	Shelley, Mary Wollstonecraft
28	2585	0.006791	0.000513	Shelley, Mary Wollstonecraft
72	2576	0.006767	0.007939	Shelley, Mary Wollstonecraft
69	2555	0.006712	0.003259	Shelley, Mary Wollstonecraft
61	2432	0.006389	0.002402	Shelley, Mary Wollstonecraft
4	1830	0.004808	0.002263	Shelley, Mary Wollstonecraft
41	1636	0.004298	0.000599	Shelley, Mary Wollstonecraft
44	1567	0.004117	0.000989	Shelley, Mary Wollstonecraft
40	1456	0.003825	0.000935	Shelley, Mary Wollstonecraft
73	1288	0.003384	0.000592	Shelley, Mary Wollstonecraft
18	1245	0.003271	0.000701	Shelley, Mary Wollstonecraft
9	1136	0.002984	0.000957	Shelley, Mary Wollstonecraft
3	1112	0.002921	0.001082	Shelley, Mary Wollstonecraft
54	1104	0.002900	0.001448	Shelley, Mary Wollstonecraft
42	1081	0.002840	0.002919	Shelley, Mary Wollstonecraft
57	1075	0.002824	0.001080	Shelley, Mary Wollstonecraft
45	1071	0.002814	0.001089	Shelley, Mary Wollstonecraft
62	894	0.002349	0.002193	Shelley, Mary Wollstonecraft
68	770	0.002023	0.000523	Shelley, Mary Wollstonecraft
37	701	0.001842	0.002532	Shelley, Mary Wollstonecraft
63	687	0.001805	0.002302	Shelley, Mary Wollstonecraft
14	574	0.001508	0.001318	Shelley, Mary Wollstonecraft
33	544	0.001429	0.003825	Shelley, Mary Wollstonecraft
34	501	0.001316	0.000989	Shelley, Mary Wollstonecraft
38	423	0.001111	0.000732	Shelley, Mary Wollstonecraft
64	419	0.001101	0.002947	Shelley, Mary Wollstonecraft
27	401	0.001053	0.000466	Shelley, Mary Wollstonecraft
51	367	0.000964	0.000391	Shelley, Mary Wollstonecraft
46	325	0.000854	0.000491	Shelley, Mary Wollstonecraft
60	284	0.000746	0.000536	Shelley, Mary Wollstonecraft
43	267	0.000701	0.001798	Shelley, Mary Wollstonecraft
30	251	0.000659	0.000372	Shelley, Mary Wollstonecraft
11	219	0.000575	0.000801	Shelley, Mary Wollstonecraft
8	204	0.000536	0.000378	Shelley, Mary Wollstonecraft
49	179	0.000470	0.000551	Shelley, Mary Wollstonecraft
22	167	0.000439	0.000526	Shelley, Mary Wollstonecraft
56	152	0.000399	0.000686	Shelley, Mary Wollstonecraft
12	142	0.000373	0.000254	Shelley, Mary Wollstonecraft
16	135	0.000355	0.000182	Shelley, Mary Wollstonecraft
59	132	0.000347	0.000388	Shelley, Mary Wollstonecraft
20	129	0.000339	0.000584	Shelley, Mary Wollstonecraft
58	123	0.000323	0.000192	Shelley, Mary Wollstonecraft
31	103	0.000271	0.000373	Shelley, Mary Wollstonecraft
67	86	0.000226	0.000566	Shelley, Mary Wollstonecraft
52	82	0.000215	0.000203	Shelley, Mary Wollstonecraft
74	79	0.000208	0.000239	Shelley, Mary Wollstonecraft
66	70	0.000184	0.000360	Shelley, Mary Wollstonecraft
24	55	0.000144	0.000134	Shelley, Mary Wollstonecraft
55	42	0.000110	0.000087	Shelley, Mary Wollstonecraft
32	40	0.000105	0.000085	Shelley, Mary Wollstonecraft
71	31	0.000081	0.000136	Shelley, Mary Wollstonecraft
39	26593	0.076648	0.007414	Sheckley, Robert
23	23248	0.067007	0.007913	Sheckley, Robert
28	18594	0.053593	0.003691	Sheckley, Robert
25	15174	0.043735	0.005800	Sheckley, Robert
70	14242	0.041049	0.004308	Sheckley, Robert
10	13839	0.039888	0.006500	Sheckley, Robert
0	12427	0.035818	0.007149	Sheckley, Robert
47	11461	0.033034	0.004362	Sheckley, Robert
53	10944	0.031543	0.002922	Sheckley, Robert
2	10746	0.030973	0.012902	Sheckley, Robert
73	10420	0.030033	0.004786	Sheckley, Robert
65	10218	0.029451	0.003738	Sheckley, Robert
13	8827	0.025442	0.013395	Sheckley, Robert
35	8416	0.024257	0.007565	Sheckley, Robert
48	7801	0.022485	0.003015	Sheckley, Robert
6	7480	0.021559	0.004912	Sheckley, Robert
36	7014	0.020216	0.004065	Sheckley, Robert
19	6922	0.019951	0.007276	Sheckley, Robert
9	6754	0.019467	0.005690	Sheckley, Robert
3	6671	0.019228	0.006494	Sheckley, Robert
40	6598	0.019017	0.004235	Sheckley, Robert
41	5961	0.017181	0.002183	Sheckley, Robert
26	5906	0.017023	0.005801	Sheckley, Robert
54	5358	0.015443	0.007027	Sheckley, Robert
57	5273	0.015198	0.005295	Sheckley, Robert
61	5147	0.014835	0.005084	Sheckley, Robert
7	4923	0.014189	0.002846	Sheckley, Robert
45	4794	0.013818	0.004875	Sheckley, Robert
21	4717	0.013596	0.003980	Sheckley, Robert
17	4623	0.013325	0.001936	Sheckley, Robert
68	4522	0.013034	0.003074	Sheckley, Robert
50	4319	0.012448	0.002601	Sheckley, Robert
18	4161	0.011993	0.002343	Sheckley, Robert
15	4158	0.011984	0.003626	Sheckley, Robert
1	3963	0.011422	0.002729	Sheckley, Robert
63	3118	0.008987	0.010447	Sheckley, Robert
69	2481	0.007151	0.003165	Sheckley, Robert
29	2467	0.007111	0.001624	Sheckley, Robert
64	2273	0.006551	0.015988	Sheckley, Robert
44	2069	0.005963	0.001306	Sheckley, Robert
14	2029	0.005848	0.004659	Sheckley, Robert
34	1868	0.005384	0.003686	Sheckley, Robert
49	1412	0.004070	0.004350	Sheckley, Robert
46	1292	0.003724	0.001950	Sheckley, Robert
42	1236	0.003562	0.003337	Sheckley, Robert
31	1187	0.003421	0.004303	Sheckley, Robert
60	1156	0.003332	0.002183	Sheckley, Robert
5	1155	0.003329	0.002465	Sheckley, Robert
11	1129	0.003254	0.004130	Sheckley, Robert
24	1105	0.003185	0.002702	Sheckley, Robert
27	1057	0.003047	0.001229	Sheckley, Robert
37	1017	0.002931	0.003673	Sheckley, Robert
51	727	0.002095	0.000774	Sheckley, Robert
72	665	0.001917	0.002049	Sheckley, Robert
20	645	0.001859	0.002922	Sheckley, Robert
62	549	0.001582	0.001347	Sheckley, Robert
12	419	0.001208	0.000749	Sheckley, Robert
4	417	0.001202	0.000516	Sheckley, Robert
38	353	0.001017	0.000611	Sheckley, Robert
22	352	0.001015	0.001108	Sheckley, Robert
30	351	0.001012	0.000521	Sheckley, Robert
16	339	0.000977	0.000456	Sheckley, Robert
55	275	0.000793	0.000569	Sheckley, Robert
8	252	0.000726	0.000467	Sheckley, Robert
58	226	0.000651	0.000353	Sheckley, Robert
59	187	0.000539	0.000549	Sheckley, Robert
67	149	0.000429	0.000981	Sheckley, Robert
56	144	0.000415	0.000649	Sheckley, Robert
52	124	0.000357	0.000306	Sheckley, Robert
66	117	0.000337	0.000602	Sheckley, Robert
33	105	0.000303	0.000738	Sheckley, Robert
32	100	0.000288	0.000211	Sheckley, Robert
43	78	0.000225	0.000525	Sheckley, Robert
74	64	0.000184	0.000194	Sheckley, Robert
71	47	0.000135	0.000206	Sheckley, Robert
51	698584	0.114569	0.743731	Delany, Samuel R
38	389834	0.063933	0.674711	Delany, Samuel R
55	376086	0.061679	0.777474	Delany, Samuel R
28	314823	0.051631	0.062499	Delany, Samuel R
73	289943	0.047551	0.133181	Delany, Samuel R
53	276875	0.045408	0.073930	Delany, Samuel R
41	268390	0.044016	0.098294	Delany, Samuel R
47	213560	0.035024	0.081278	Delany, Samuel R
23	178920	0.029343	0.060898	Delany, Samuel R
65	170871	0.028023	0.062512	Delany, Samuel R
70	146083	0.023958	0.044185	Delany, Samuel R
50	145742	0.023902	0.087780	Delany, Samuel R
2	139433	0.022867	0.167410	Delany, Samuel R
1	132023	0.021652	0.090903	Delany, Samuel R
7	127336	0.020883	0.073607	Delany, Samuel R
40	123689	0.020285	0.079391	Delany, Samuel R
25	121908	0.019993	0.046595	Delany, Samuel R
39	117327	0.019242	0.032712	Delany, Samuel R
17	116325	0.019077	0.048724	Delany, Samuel R
48	115935	0.019013	0.044807	Delany, Samuel R
6	104503	0.017139	0.068626	Delany, Samuel R
15	100004	0.016401	0.087214	Delany, Samuel R
10	97961	0.016066	0.046008	Delany, Samuel R
57	85645	0.014046	0.086006	Delany, Samuel R
3	85347	0.013997	0.083077	Delany, Samuel R
26	73864	0.012114	0.072549	Delany, Samuel R
29	71789	0.011773	0.047269	Delany, Samuel R
61	66272	0.010869	0.065456	Delany, Samuel R
9	65085	0.010674	0.054833	Delany, Samuel R
18	62526	0.010254	0.035207	Delany, Samuel R
0	60103	0.009857	0.034576	Delany, Samuel R
54	52573	0.008622	0.068945	Delany, Samuel R
69	51757	0.008488	0.066026	Delany, Samuel R
14	51562	0.008456	0.118398	Delany, Samuel R
68	46887	0.007690	0.031877	Delany, Samuel R
5	43442	0.007125	0.092706	Delany, Samuel R
27	40612	0.006660	0.047229	Delany, Samuel R
19	40587	0.006656	0.042662	Delany, Samuel R
35	39611	0.006496	0.035606	Delany, Samuel R
45	39102	0.006413	0.039765	Delany, Samuel R
36	38406	0.006299	0.022258	Delany, Samuel R
11	37792	0.006198	0.138251	Delany, Samuel R
42	29041	0.004763	0.078415	Delany, Samuel R
21	25863	0.004242	0.021820	Delany, Samuel R
34	25274	0.004145	0.049877	Delany, Samuel R
37	23622	0.003874	0.085309	Delany, Samuel R
13	20678	0.003391	0.031379	Delany, Samuel R
44	19667	0.003225	0.012410	Delany, Samuel R
62	14598	0.002394	0.035807	Delany, Samuel R
72	12102	0.001985	0.037295	Delany, Samuel R
64	11468	0.001881	0.080663	Delany, Samuel R
46	10504	0.001723	0.015857	Delany, Samuel R
33	10430	0.001711	0.073329	Delany, Samuel R
43	9879	0.001620	0.066533	Delany, Samuel R
4	8136	0.001334	0.010062	Delany, Samuel R
63	5998	0.000984	0.020098	Delany, Samuel R
16	4254	0.000698	0.005726	Delany, Samuel R
12	3949	0.000648	0.007063	Delany, Samuel R
31	3926	0.000644	0.014231	Delany, Samuel R
59	3879	0.000636	0.011391	Delany, Samuel R
52	3647	0.000598	0.009008	Delany, Samuel R
32	3607	0.000592	0.007627	Delany, Samuel R
58	3527	0.000578	0.005515	Delany, Samuel R
22	3061	0.000502	0.009634	Delany, Samuel R
30	2967	0.000487	0.004402	Delany, Samuel R
8	2646	0.000434	0.004905	Delany, Samuel R
60	2223	0.000365	0.004198	Delany, Samuel R
67	2024	0.000332	0.013323	Delany, Samuel R
20	1956	0.000321	0.008861	Delany, Samuel R
49	1878	0.000308	0.005786	Delany, Samuel R
74	1865	0.000306	0.005649	Delany, Samuel R
66	1707	0.000280	0.008788	Delany, Samuel R
56	1640	0.000269	0.007397	Delany, Samuel R
71	1618	0.000265	0.007080	Delany, Samuel R
24	759	0.000124	0.001856	Delany, Samuel R
53	101923	0.062139	0.027215	Banks, Iain
68	97571	0.059485	0.066335	Banks, Iain
28	97514	0.059451	0.019359	Banks, Iain
41	81828	0.049888	0.029968	Banks, Iain
47	75763	0.046190	0.028835	Banks, Iain
49	72381	0.044128	0.222998	Banks, Iain
70	71733	0.043733	0.021697	Banks, Iain
17	68624	0.041838	0.028744	Banks, Iain
39	66742	0.040690	0.018608	Banks, Iain
24	64167	0.039120	0.156899	Banks, Iain
6	48834	0.029772	0.032069	Banks, Iain
48	47463	0.028936	0.018344	Banks, Iain
23	47153	0.028747	0.016049	Banks, Iain
29	45071	0.027478	0.029677	Banks, Iain
65	43793	0.026699	0.016021	Banks, Iain
10	42092	0.025662	0.019769	Banks, Iain
21	40888	0.024928	0.034497	Banks, Iain
1	40821	0.024887	0.028107	Banks, Iain
50	38016	0.023177	0.022897	Banks, Iain
25	34403	0.020974	0.013149	Banks, Iain
0	31412	0.019151	0.018070	Banks, Iain
18	31329	0.019100	0.017641	Banks, Iain
73	31172	0.019004	0.014318	Banks, Iain
9	29161	0.017778	0.024568	Banks, Iain
7	24633	0.015018	0.014239	Banks, Iain
26	18820	0.011474	0.018485	Banks, Iain
45	18557	0.011314	0.018872	Banks, Iain
40	18511	0.011285	0.011881	Banks, Iain
57	14957	0.009119	0.015020	Banks, Iain
35	14860	0.009060	0.013358	Banks, Iain
36	14859	0.009059	0.008612	Banks, Iain
27	14176	0.008643	0.016486	Banks, Iain
72	13973	0.008519	0.043061	Banks, Iain
15	12719	0.007754	0.011092	Banks, Iain
69	12701	0.007743	0.016203	Banks, Iain
3	11061	0.006743	0.010767	Banks, Iain
19	10819	0.006596	0.011372	Banks, Iain
5	8654	0.005276	0.018468	Banks, Iain
61	8571	0.005225	0.008466	Banks, Iain
34	5805	0.003539	0.011456	Banks, Iain
44	5802	0.003537	0.003661	Banks, Iain
42	5674	0.003459	0.015321	Banks, Iain
51	5274	0.003215	0.005615	Banks, Iain
2	4594	0.002801	0.005516	Banks, Iain
54	3506	0.002137	0.004598	Banks, Iain
14	3505	0.002137	0.008048	Banks, Iain
55	3311	0.002019	0.006845	Banks, Iain
16	2936	0.001790	0.003952	Banks, Iain
13	2870	0.001750	0.004355	Banks, Iain
4	2641	0.001610	0.003266	Banks, Iain
46	2344	0.001429	0.003539	Banks, Iain
63	2160	0.001317	0.007238	Banks, Iain
32	1973	0.001203	0.004172	Banks, Iain
38	1927	0.001175	0.003335	Banks, Iain
37	1812	0.001105	0.006544	Banks, Iain
58	1695	0.001033	0.002651	Banks, Iain
52	1549	0.000944	0.003826	Banks, Iain
30	1385	0.000844	0.002055	Banks, Iain
12	1289	0.000786	0.002306	Banks, Iain
59	1181	0.000720	0.003468	Banks, Iain
62	1135	0.000692	0.002784	Banks, Iain
8	908	0.000554	0.001683	Banks, Iain
74	883	0.000538	0.002675	Banks, Iain
64	769	0.000469	0.005409	Banks, Iain
31	654	0.000399	0.002371	Banks, Iain
33	638	0.000389	0.004486	Banks, Iain
43	625	0.000381	0.004209	Banks, Iain
22	623	0.000380	0.001961	Banks, Iain
60	584	0.000356	0.001103	Banks, Iain
67	580	0.000354	0.003818	Banks, Iain
11	447	0.000273	0.001635	Banks, Iain
56	415	0.000253	0.001872	Banks, Iain
20	386	0.000235	0.001749	Banks, Iain
71	347	0.000212	0.001518	Banks, Iain
66	298	0.000182	0.001534	Banks, Iain
59	173455	0.165323	0.509369	McDevitt, Jack
28	91595	0.087301	0.018184	McDevitt, Jack
39	52534	0.050071	0.014647	McDevitt, Jack
47	50834	0.048451	0.019347	McDevitt, Jack
68	41568	0.039619	0.028260	McDevitt, Jack
18	40463	0.038566	0.022784	McDevitt, Jack
41	34773	0.033143	0.012735	McDevitt, Jack
70	34034	0.032438	0.010294	McDevitt, Jack
29	32584	0.031056	0.021455	McDevitt, Jack
17	28763	0.027414	0.012048	McDevitt, Jack
25	28712	0.027366	0.010974	McDevitt, Jack
23	25852	0.024640	0.008799	McDevitt, Jack
1	25372	0.024182	0.017470	McDevitt, Jack
53	24084	0.022955	0.006431	McDevitt, Jack
73	24057	0.022929	0.011050	McDevitt, Jack
65	23789	0.022674	0.008703	McDevitt, Jack
6	22718	0.021653	0.014919	McDevitt, Jack
48	20844	0.019867	0.008056	McDevitt, Jack
7	20759	0.019786	0.012000	McDevitt, Jack
50	16228	0.015467	0.009774	McDevitt, Jack
0	14238	0.013570	0.008191	McDevitt, Jack
10	13610	0.012972	0.006392	McDevitt, Jack
5	12604	0.012013	0.026897	McDevitt, Jack
27	12295	0.011719	0.014298	McDevitt, Jack
3	12025	0.011461	0.011705	McDevitt, Jack
40	11955	0.011395	0.007673	McDevitt, Jack
45	11826	0.011272	0.012027	McDevitt, Jack
13	10894	0.010383	0.016532	McDevitt, Jack
9	10710	0.010208	0.009023	McDevitt, Jack
21	10431	0.009942	0.008801	McDevitt, Jack
36	10420	0.009931	0.006039	McDevitt, Jack
2	9503	0.009057	0.011410	McDevitt, Jack
57	9280	0.008845	0.009319	McDevitt, Jack
15	7897	0.007527	0.006887	McDevitt, Jack
69	7816	0.007450	0.009971	McDevitt, Jack
54	7747	0.007384	0.010159	McDevitt, Jack
61	7506	0.007154	0.007414	McDevitt, Jack
26	7294	0.006952	0.007164	McDevitt, Jack
35	6303	0.006007	0.005666	McDevitt, Jack
19	5321	0.005072	0.005593	McDevitt, Jack
44	3779	0.003602	0.002385	McDevitt, Jack
51	2890	0.002755	0.003077	McDevitt, Jack
14	2807	0.002675	0.006445	McDevitt, Jack
62	2695	0.002569	0.006610	McDevitt, Jack
63	2605	0.002483	0.008729	McDevitt, Jack
42	2288	0.002181	0.006178	McDevitt, Jack
46	2284	0.002177	0.003448	McDevitt, Jack
16	1442	0.001374	0.001941	McDevitt, Jack
34	1383	0.001318	0.002729	McDevitt, Jack
64	1239	0.001181	0.008715	McDevitt, Jack
11	1215	0.001158	0.004445	McDevitt, Jack
52	1154	0.001100	0.002850	McDevitt, Jack
4	1067	0.001017	0.001320	McDevitt, Jack
38	984	0.000938	0.001703	McDevitt, Jack
32	759	0.000723	0.001605	McDevitt, Jack
22	735	0.000701	0.002313	McDevitt, Jack
31	684	0.000652	0.002479	McDevitt, Jack
58	668	0.000637	0.001045	McDevitt, Jack
8	667	0.000636	0.001236	McDevitt, Jack
12	572	0.000545	0.001023	McDevitt, Jack
49	570	0.000543	0.001756	McDevitt, Jack
72	564	0.000538	0.001738	McDevitt, Jack
60	496	0.000473	0.000937	McDevitt, Jack
30	465	0.000443	0.000690	McDevitt, Jack
55	462	0.000440	0.000955	McDevitt, Jack
74	439	0.000418	0.001330	McDevitt, Jack
37	369	0.000352	0.001333	McDevitt, Jack
71	212	0.000202	0.000928	McDevitt, Jack
