topicID	numTokensOfTopic	topicInAuthor	authorInTopic	author
25	17679	0.019868	0.006757	Hamilton, Peter F
73	17542	0.019714	0.008058	Hamilton, Peter F
7	16846	0.018931	0.009738	Hamilton, Peter F
18	15969	0.017946	0.008992	Hamilton, Peter F
40	14673	0.016489	0.009418	Hamilton, Peter F
26	14257	0.016022	0.014003	Hamilton, Peter F
68	12264	0.013782	0.008338	Hamilton, Peter F
0	12002	0.013488	0.006904	Hamilton, Peter F
3	11885	0.013356	0.011569	Hamilton, Peter F
15	9956	0.011189	0.008683	Hamilton, Peter F
9	9938	0.011168	0.008373	Hamilton, Peter F
61	9527	0.010706	0.009410	Hamilton, Peter F
57	9347	0.010504	0.009386	Hamilton, Peter F
36	9115	0.010243	0.005283	Hamilton, Peter F
35	8432	0.009476	0.007579	Hamilton, Peter F
69	6208	0.006977	0.007920	Hamilton, Peter F
45	4903	0.005510	0.004986	Hamilton, Peter F
44	4085	0.004591	0.002578	Hamilton, Peter F
27	4036	0.004536	0.004694	Hamilton, Peter F
19	3881	0.004361	0.004079	Hamilton, Peter F
5	3310	0.003720	0.007064	Hamilton, Peter F
54	2996	0.003367	0.003929	Hamilton, Peter F
13	2664	0.002994	0.004043	Hamilton, Peter F
16	2250	0.002529	0.003028	Hamilton, Peter F
51	2018	0.002268	0.002148	Hamilton, Peter F
4	1452	0.001632	0.001796	Hamilton, Peter F
55	1326	0.001490	0.002741	Hamilton, Peter F
49	1320	0.001483	0.004067	Hamilton, Peter F
2	1207	0.001356	0.001449	Hamilton, Peter F
34	1173	0.001318	0.002315	Hamilton, Peter F
32	1070	0.001202	0.002263	Hamilton, Peter F
58	1062	0.001193	0.001661	Hamilton, Peter F
14	1046	0.001175	0.002402	Hamilton, Peter F
46	1040	0.001169	0.001570	Hamilton, Peter F
37	1000	0.001124	0.003611	Hamilton, Peter F
38	994	0.001117	0.001720	Hamilton, Peter F
72	724	0.000814	0.002231	Hamilton, Peter F
30	669	0.000752	0.000992	Hamilton, Peter F
12	651	0.000732	0.001164	Hamilton, Peter F
62	579	0.000651	0.001420	Hamilton, Peter F
8	523	0.000588	0.000969	Hamilton, Peter F
60	496	0.000557	0.000937	Hamilton, Peter F
63	405	0.000455	0.001357	Hamilton, Peter F
59	365	0.000410	0.001072	Hamilton, Peter F
74	315	0.000354	0.000954	Hamilton, Peter F
11	308	0.000346	0.001127	Hamilton, Peter F
22	300	0.000337	0.000944	Hamilton, Peter F
56	287	0.000323	0.001294	Hamilton, Peter F
31	280	0.000315	0.001015	Hamilton, Peter F
20	128	0.000144	0.000580	Hamilton, Peter F
64	127	0.000143	0.000893	Hamilton, Peter F
71	119	0.000134	0.000521	Hamilton, Peter F
67	114	0.000128	0.000750	Hamilton, Peter F
43	113	0.000127	0.000761	Hamilton, Peter F
66	102	0.000115	0.000525	Hamilton, Peter F
24	66	0.000074	0.000161	Hamilton, Peter F
33	30	0.000034	0.000211	Hamilton, Peter F
40	89774	0.080015	0.057622	Bear, Greg
34	59395	0.052939	0.117213	Bear, Greg
28	51366	0.045782	0.010197	Bear, Greg
39	50010	0.044574	0.013943	Bear, Greg
16	49962	0.044531	0.067245	Bear, Greg
70	48033	0.042812	0.014528	Bear, Greg
41	47522	0.042356	0.017404	Bear, Greg
65	43272	0.038568	0.015831	Bear, Greg
48	39237	0.034972	0.015165	Bear, Greg
25	37091	0.033059	0.014177	Bear, Greg
53	34554	0.030798	0.009226	Bear, Greg
73	32068	0.028582	0.014730	Bear, Greg
50	31818	0.028359	0.019164	Bear, Greg
47	31131	0.027747	0.011848	Bear, Greg
3	30393	0.027089	0.029585	Bear, Greg
17	28109	0.025053	0.011774	Bear, Greg
15	26555	0.023668	0.023159	Bear, Greg
1	25592	0.022810	0.017621	Bear, Greg
23	25108	0.022379	0.008546	Bear, Greg
29	23646	0.021076	0.015570	Bear, Greg
9	22798	0.020320	0.019207	Bear, Greg
7	22561	0.020109	0.013041	Bear, Greg
10	21624	0.019273	0.010156	Bear, Greg
68	19479	0.017362	0.013243	Bear, Greg
57	15171	0.013522	0.015235	Bear, Greg
26	15116	0.013473	0.014847	Bear, Greg
27	14484	0.012910	0.016844	Bear, Greg
6	14371	0.012809	0.009437	Bear, Greg
0	12846	0.011450	0.007390	Bear, Greg
13	12715	0.011333	0.019295	Bear, Greg
61	12392	0.011045	0.012240	Bear, Greg
18	12175	0.010852	0.006856	Bear, Greg
54	11732	0.010457	0.015385	Bear, Greg
21	10874	0.009692	0.009174	Bear, Greg
45	9293	0.008283	0.009451	Bear, Greg
36	8905	0.007937	0.005161	Bear, Greg
69	8614	0.007678	0.010989	Bear, Greg
35	7801	0.006953	0.007012	Bear, Greg
2	6840	0.006096	0.008212	Bear, Greg
19	5753	0.005128	0.006047	Bear, Greg
51	5453	0.004860	0.005805	Bear, Greg
44	5169	0.004607	0.003262	Bear, Greg
11	4477	0.003990	0.016378	Bear, Greg
14	3803	0.003390	0.008733	Bear, Greg
55	3061	0.002728	0.006328	Bear, Greg
5	2217	0.001976	0.004731	Bear, Greg
62	2203	0.001964	0.005404	Bear, Greg
42	2066	0.001841	0.005578	Bear, Greg
46	2001	0.001783	0.003021	Bear, Greg
63	1910	0.001702	0.006400	Bear, Greg
31	1658	0.001478	0.006010	Bear, Greg
38	1504	0.001341	0.002603	Bear, Greg
58	1478	0.001317	0.002311	Bear, Greg
52	1438	0.001282	0.003552	Bear, Greg
32	1417	0.001263	0.002996	Bear, Greg
4	1244	0.001109	0.001538	Bear, Greg
37	1200	0.001070	0.004334	Bear, Greg
59	1175	0.001047	0.003451	Bear, Greg
30	748	0.000667	0.001110	Bear, Greg
12	744	0.000663	0.001331	Bear, Greg
74	724	0.000645	0.002193	Bear, Greg
60	695	0.000619	0.001313	Bear, Greg
22	672	0.000599	0.002115	Bear, Greg
8	662	0.000590	0.001227	Bear, Greg
72	650	0.000579	0.002003	Bear, Greg
49	538	0.000480	0.001658	Bear, Greg
64	531	0.000473	0.003735	Bear, Greg
20	503	0.000448	0.002279	Bear, Greg
43	421	0.000375	0.002835	Bear, Greg
67	353	0.000315	0.002324	Bear, Greg
56	292	0.000260	0.001317	Bear, Greg
66	275	0.000245	0.001416	Bear, Greg
71	237	0.000211	0.001037	Bear, Greg
24	164	0.000146	0.000401	Bear, Greg
33	97	0.000086	0.000682	Bear, Greg
4	550095	0.234111	0.680314	Bradley, Marion Zimmer
65	153432	0.065298	0.056132	Bradley, Marion Zimmer
53	147038	0.062577	0.039261	Bradley, Marion Zimmer
48	140302	0.059710	0.054225	Bradley, Marion Zimmer
28	103037	0.043851	0.020455	Bradley, Marion Zimmer
10	96542	0.041087	0.045341	Bradley, Marion Zimmer
70	96124	0.040909	0.029074	Bradley, Marion Zimmer
23	72468	0.030841	0.024666	Bradley, Marion Zimmer
7	70061	0.029817	0.040499	Bradley, Marion Zimmer
50	65863	0.028030	0.039669	Bradley, Marion Zimmer
39	62399	0.026556	0.017397	Bradley, Marion Zimmer
17	57173	0.024332	0.023948	Bradley, Marion Zimmer
15	51427	0.021886	0.044850	Bradley, Marion Zimmer
41	45624	0.019417	0.016709	Bradley, Marion Zimmer
69	40938	0.017423	0.052224	Bradley, Marion Zimmer
47	40679	0.017312	0.015482	Bradley, Marion Zimmer
57	38446	0.016362	0.038608	Bradley, Marion Zimmer
73	35669	0.015180	0.016384	Bradley, Marion Zimmer
29	34767	0.014796	0.022892	Bradley, Marion Zimmer
6	32331	0.013760	0.021231	Bradley, Marion Zimmer
19	32282	0.013739	0.033932	Bradley, Marion Zimmer
45	30617	0.013030	0.031136	Bradley, Marion Zimmer
35	28759	0.012239	0.025851	Bradley, Marion Zimmer
40	28728	0.012226	0.018439	Bradley, Marion Zimmer
25	22128	0.009417	0.008458	Bradley, Marion Zimmer
1	21723	0.009245	0.014957	Bradley, Marion Zimmer
36	19945	0.008488	0.011559	Bradley, Marion Zimmer
26	17910	0.007622	0.017591	Bradley, Marion Zimmer
21	17501	0.007448	0.014765	Bradley, Marion Zimmer
0	15566	0.006625	0.008955	Bradley, Marion Zimmer
44	15133	0.006440	0.009549	Bradley, Marion Zimmer
68	13046	0.005552	0.008869	Bradley, Marion Zimmer
14	11922	0.005074	0.027376	Bradley, Marion Zimmer
18	11345	0.004828	0.006388	Bradley, Marion Zimmer
3	11176	0.004756	0.010879	Bradley, Marion Zimmer
61	11041	0.004699	0.010905	Bradley, Marion Zimmer
33	9677	0.004118	0.068035	Bradley, Marion Zimmer
9	9359	0.003983	0.007885	Bradley, Marion Zimmer
42	7523	0.003202	0.020313	Bradley, Marion Zimmer
27	6634	0.002823	0.007715	Bradley, Marion Zimmer
51	6328	0.002693	0.006737	Bradley, Marion Zimmer
54	6146	0.002616	0.008060	Bradley, Marion Zimmer
34	5802	0.002469	0.011450	Bradley, Marion Zimmer
38	5246	0.002233	0.009080	Bradley, Marion Zimmer
72	5120	0.002179	0.015778	Bradley, Marion Zimmer
2	4516	0.001922	0.005422	Bradley, Marion Zimmer
46	3910	0.001664	0.005903	Bradley, Marion Zimmer
13	3524	0.001500	0.005348	Bradley, Marion Zimmer
37	2776	0.001181	0.010025	Bradley, Marion Zimmer
5	2758	0.001174	0.005886	Bradley, Marion Zimmer
63	2605	0.001109	0.008729	Bradley, Marion Zimmer
62	2533	0.001078	0.006213	Bradley, Marion Zimmer
64	2017	0.000858	0.014187	Bradley, Marion Zimmer
56	1929	0.000821	0.008700	Bradley, Marion Zimmer
58	1693	0.000721	0.002647	Bradley, Marion Zimmer
16	1511	0.000643	0.002034	Bradley, Marion Zimmer
12	1484	0.000632	0.002654	Bradley, Marion Zimmer
30	1345	0.000572	0.001995	Bradley, Marion Zimmer
55	1340	0.000570	0.002770	Bradley, Marion Zimmer
8	1228	0.000523	0.002276	Bradley, Marion Zimmer
59	1083	0.000461	0.003180	Bradley, Marion Zimmer
11	923	0.000393	0.003377	Bradley, Marion Zimmer
22	857	0.000365	0.002697	Bradley, Marion Zimmer
60	804	0.000342	0.001518	Bradley, Marion Zimmer
52	763	0.000325	0.001885	Bradley, Marion Zimmer
31	677	0.000288	0.002454	Bradley, Marion Zimmer
66	630	0.000268	0.003243	Bradley, Marion Zimmer
67	585	0.000249	0.003851	Bradley, Marion Zimmer
32	578	0.000246	0.001222	Bradley, Marion Zimmer
20	553	0.000235	0.002505	Bradley, Marion Zimmer
43	500	0.000213	0.003367	Bradley, Marion Zimmer
74	487	0.000207	0.001475	Bradley, Marion Zimmer
49	414	0.000176	0.001275	Bradley, Marion Zimmer
71	408	0.000174	0.001785	Bradley, Marion Zimmer
24	217	0.000092	0.000531	Bradley, Marion Zimmer
22	246224	0.109303	0.774977	Heinlein, Robert A. (Robert Anson)
28	235238	0.104426	0.046700	Heinlein, Robert A. (Robert Anson)
39	158388	0.070311	0.044160	Heinlein, Robert A. (Robert Anson)
71	98965	0.043932	0.433079	Heinlein, Robert A. (Robert Anson)
23	92518	0.041070	0.031490	Heinlein, Robert A. (Robert Anson)
65	90388	0.040125	0.033068	Heinlein, Robert A. (Robert Anson)
73	82994	0.036842	0.038122	Heinlein, Robert A. (Robert Anson)
37	74663	0.033144	0.269640	Heinlein, Robert A. (Robert Anson)
70	73691	0.032713	0.022289	Heinlein, Robert A. (Robert Anson)
61	71338	0.031668	0.070460	Heinlein, Robert A. (Robert Anson)
47	60795	0.026988	0.023138	Heinlein, Robert A. (Robert Anson)
15	49609	0.022022	0.043264	Heinlein, Robert A. (Robert Anson)
41	49467	0.021959	0.018117	Heinlein, Robert A. (Robert Anson)
10	45210	0.020069	0.021233	Heinlein, Robert A. (Robert Anson)
25	44212	0.019626	0.016898	Heinlein, Robert A. (Robert Anson)
54	40171	0.017833	0.052681	Heinlein, Robert A. (Robert Anson)
0	38566	0.017120	0.022186	Heinlein, Robert A. (Robert Anson)
6	37971	0.016856	0.024935	Heinlein, Robert A. (Robert Anson)
53	37810	0.016784	0.010096	Heinlein, Robert A. (Robert Anson)
40	36039	0.015998	0.023132	Heinlein, Robert A. (Robert Anson)
57	34959	0.015519	0.035106	Heinlein, Robert A. (Robert Anson)
48	34432	0.015285	0.013308	Heinlein, Robert A. (Robert Anson)
68	31968	0.014191	0.021734	Heinlein, Robert A. (Robert Anson)
21	31360	0.013921	0.026458	Heinlein, Robert A. (Robert Anson)
27	31048	0.013783	0.036107	Heinlein, Robert A. (Robert Anson)
18	29263	0.012990	0.016477	Heinlein, Robert A. (Robert Anson)
50	27378	0.012154	0.016490	Heinlein, Robert A. (Robert Anson)
69	25078	0.011133	0.031992	Heinlein, Robert A. (Robert Anson)
24	24379	0.010822	0.059611	Heinlein, Robert A. (Robert Anson)
3	24286	0.010781	0.023640	Heinlein, Robert A. (Robert Anson)
36	19715	0.008752	0.011426	Heinlein, Robert A. (Robert Anson)
2	16812	0.007463	0.020185	Heinlein, Robert A. (Robert Anson)
1	16757	0.007439	0.011538	Heinlein, Robert A. (Robert Anson)
7	16643	0.007388	0.009620	Heinlein, Robert A. (Robert Anson)
45	16513	0.007330	0.016793	Heinlein, Robert A. (Robert Anson)
29	16381	0.007272	0.010786	Heinlein, Robert A. (Robert Anson)
13	15869	0.007044	0.024082	Heinlein, Robert A. (Robert Anson)
35	15494	0.006878	0.013928	Heinlein, Robert A. (Robert Anson)
17	14017	0.006222	0.005871	Heinlein, Robert A. (Robert Anson)
63	13809	0.006130	0.046270	Heinlein, Robert A. (Robert Anson)
26	13072	0.005803	0.012839	Heinlein, Robert A. (Robert Anson)
14	12795	0.005680	0.029380	Heinlein, Robert A. (Robert Anson)
9	10561	0.004688	0.008897	Heinlein, Robert A. (Robert Anson)
34	10544	0.004681	0.020808	Heinlein, Robert A. (Robert Anson)
19	9411	0.004178	0.009892	Heinlein, Robert A. (Robert Anson)
44	9032	0.004009	0.005699	Heinlein, Robert A. (Robert Anson)
42	6105	0.002710	0.016484	Heinlein, Robert A. (Robert Anson)
46	4862	0.002158	0.007340	Heinlein, Robert A. (Robert Anson)
51	4568	0.002028	0.004863	Heinlein, Robert A. (Robert Anson)
62	4453	0.001977	0.010923	Heinlein, Robert A. (Robert Anson)
72	3986	0.001769	0.012284	Heinlein, Robert A. (Robert Anson)
5	3595	0.001596	0.007672	Heinlein, Robert A. (Robert Anson)
38	3384	0.001502	0.005857	Heinlein, Robert A. (Robert Anson)
4	3243	0.001440	0.004011	Heinlein, Robert A. (Robert Anson)
55	2991	0.001328	0.006183	Heinlein, Robert A. (Robert Anson)
58	2780	0.001234	0.004347	Heinlein, Robert A. (Robert Anson)
64	2587	0.001148	0.018196	Heinlein, Robert A. (Robert Anson)
31	2196	0.000975	0.007960	Heinlein, Robert A. (Robert Anson)
12	1757	0.000780	0.003143	Heinlein, Robert A. (Robert Anson)
16	1745	0.000775	0.002349	Heinlein, Robert A. (Robert Anson)
8	1740	0.000772	0.003225	Heinlein, Robert A. (Robert Anson)
59	1710	0.000759	0.005022	Heinlein, Robert A. (Robert Anson)
56	1634	0.000725	0.007370	Heinlein, Robert A. (Robert Anson)
52	1627	0.000722	0.004018	Heinlein, Robert A. (Robert Anson)
30	1569	0.000697	0.002328	Heinlein, Robert A. (Robert Anson)
11	1435	0.000637	0.005250	Heinlein, Robert A. (Robert Anson)
60	1299	0.000577	0.002453	Heinlein, Robert A. (Robert Anson)
67	1157	0.000514	0.007616	Heinlein, Robert A. (Robert Anson)
32	1120	0.000497	0.002368	Heinlein, Robert A. (Robert Anson)
66	1113	0.000494	0.005730	Heinlein, Robert A. (Robert Anson)
43	993	0.000441	0.006688	Heinlein, Robert A. (Robert Anson)
33	910	0.000404	0.006398	Heinlein, Robert A. (Robert Anson)
49	840	0.000373	0.002588	Heinlein, Robert A. (Robert Anson)
20	770	0.000342	0.003488	Heinlein, Robert A. (Robert Anson)
74	678	0.000301	0.002054	Heinlein, Robert A. (Robert Anson)
18	61391	0.115751	0.034568	Campbell, John W., (John Wood) Jr
17	43862	0.082701	0.018372	Campbell, John W., (John Wood) Jr
25	32606	0.061478	0.012462	Campbell, John W., (John Wood) Jr
28	29834	0.056251	0.005923	Campbell, John W., (John Wood) Jr
68	26903	0.050725	0.018290	Campbell, John W., (John Wood) Jr
53	26587	0.050129	0.007099	Campbell, John W., (John Wood) Jr
21	20736	0.039097	0.017495	Campbell, John W., (John Wood) Jr
70	17556	0.033101	0.005310	Campbell, John W., (John Wood) Jr
41	15531	0.029283	0.005688	Campbell, John W., (John Wood) Jr
36	15270	0.028791	0.008850	Campbell, John W., (John Wood) Jr
48	13402	0.025269	0.005180	Campbell, John W., (John Wood) Jr
45	12252	0.023101	0.012460	Campbell, John W., (John Wood) Jr
23	12129	0.022869	0.004128	Campbell, John W., (John Wood) Jr
10	11831	0.022307	0.005556	Campbell, John W., (John Wood) Jr
6	11384	0.021464	0.007476	Campbell, John W., (John Wood) Jr
29	10127	0.019094	0.006668	Campbell, John W., (John Wood) Jr
65	8926	0.016830	0.003266	Campbell, John W., (John Wood) Jr
39	8860	0.016705	0.002470	Campbell, John W., (John Wood) Jr
73	8797	0.016587	0.004041	Campbell, John W., (John Wood) Jr
1	8764	0.016524	0.006034	Campbell, John W., (John Wood) Jr
47	8626	0.016264	0.003283	Campbell, John W., (John Wood) Jr
9	8396	0.015830	0.007073	Campbell, John W., (John Wood) Jr
27	8387	0.015813	0.009754	Campbell, John W., (John Wood) Jr
7	7348	0.013854	0.004248	Campbell, John W., (John Wood) Jr
11	6810	0.012840	0.024912	Campbell, John W., (John Wood) Jr
3	6491	0.012239	0.006318	Campbell, John W., (John Wood) Jr
50	5764	0.010868	0.003472	Campbell, John W., (John Wood) Jr
26	5736	0.010815	0.005634	Campbell, John W., (John Wood) Jr
19	5465	0.010304	0.005744	Campbell, John W., (John Wood) Jr
0	5421	0.010221	0.003119	Campbell, John W., (John Wood) Jr
13	5120	0.009654	0.007770	Campbell, John W., (John Wood) Jr
40	4707	0.008875	0.003021	Campbell, John W., (John Wood) Jr
69	4544	0.008568	0.005797	Campbell, John W., (John Wood) Jr
34	4530	0.008541	0.008940	Campbell, John W., (John Wood) Jr
61	4365	0.008230	0.004311	Campbell, John W., (John Wood) Jr
44	3996	0.007534	0.002522	Campbell, John W., (John Wood) Jr
30	3882	0.007319	0.005759	Campbell, John W., (John Wood) Jr
54	3824	0.007210	0.005015	Campbell, John W., (John Wood) Jr
35	3498	0.006595	0.003144	Campbell, John W., (John Wood) Jr
2	3227	0.006084	0.003874	Campbell, John W., (John Wood) Jr
57	3056	0.005762	0.003069	Campbell, John W., (John Wood) Jr
14	2703	0.005096	0.006207	Campbell, John W., (John Wood) Jr
15	2060	0.003884	0.001797	Campbell, John W., (John Wood) Jr
51	1533	0.002890	0.001632	Campbell, John W., (John Wood) Jr
24	1335	0.002517	0.003264	Campbell, John W., (John Wood) Jr
42	1104	0.002082	0.002981	Campbell, John W., (John Wood) Jr
46	1077	0.002031	0.001626	Campbell, John W., (John Wood) Jr
5	973	0.001835	0.002076	Campbell, John W., (John Wood) Jr
62	845	0.001593	0.002073	Campbell, John W., (John Wood) Jr
56	760	0.001433	0.003428	Campbell, John W., (John Wood) Jr
67	748	0.001410	0.004924	Campbell, John W., (John Wood) Jr
4	725	0.001367	0.000897	Campbell, John W., (John Wood) Jr
64	594	0.001120	0.004178	Campbell, John W., (John Wood) Jr
37	551	0.001039	0.001990	Campbell, John W., (John Wood) Jr
55	499	0.000941	0.001032	Campbell, John W., (John Wood) Jr
12	497	0.000937	0.000889	Campbell, John W., (John Wood) Jr
38	461	0.000869	0.000798	Campbell, John W., (John Wood) Jr
8	437	0.000824	0.000810	Campbell, John W., (John Wood) Jr
22	346	0.000652	0.001089	Campbell, John W., (John Wood) Jr
58	336	0.000634	0.000525	Campbell, John W., (John Wood) Jr
63	329	0.000620	0.001102	Campbell, John W., (John Wood) Jr
16	312	0.000588	0.000420	Campbell, John W., (John Wood) Jr
72	299	0.000564	0.000921	Campbell, John W., (John Wood) Jr
31	280	0.000528	0.001015	Campbell, John W., (John Wood) Jr
52	200	0.000377	0.000494	Campbell, John W., (John Wood) Jr
43	197	0.000371	0.001327	Campbell, John W., (John Wood) Jr
66	196	0.000370	0.001009	Campbell, John W., (John Wood) Jr
71	183	0.000345	0.000801	Campbell, John W., (John Wood) Jr
60	166	0.000313	0.000314	Campbell, John W., (John Wood) Jr
20	152	0.000287	0.000689	Campbell, John W., (John Wood) Jr
59	143	0.000270	0.000420	Campbell, John W., (John Wood) Jr
74	129	0.000243	0.000391	Campbell, John W., (John Wood) Jr
33	93	0.000175	0.000654	Campbell, John W., (John Wood) Jr
49	86	0.000162	0.000265	Campbell, John W., (John Wood) Jr
32	80	0.000151	0.000169	Campbell, John W., (John Wood) Jr
53	69283	0.100683	0.018500	Bester, Alfred
65	37823	0.054965	0.013837	Bester, Alfred
28	35229	0.051195	0.006994	Bester, Alfred
32	33028	0.047997	0.069841	Bester, Alfred
70	32131	0.046693	0.009719	Bester, Alfred
39	29476	0.042835	0.008218	Bester, Alfred
10	22054	0.032049	0.010358	Bester, Alfred
61	21449	0.031170	0.021185	Bester, Alfred
33	20522	0.029823	0.144281	Bester, Alfred
17	19369	0.028147	0.008113	Bester, Alfred
54	18370	0.026696	0.024091	Bester, Alfred
1	17710	0.025736	0.012194	Bester, Alfred
40	15418	0.022406	0.009896	Bester, Alfred
18	15249	0.022160	0.008586	Bester, Alfred
50	14506	0.021080	0.008737	Bester, Alfred
25	14470	0.021028	0.005531	Bester, Alfred
73	13618	0.019790	0.006255	Bester, Alfred
68	12663	0.018402	0.008609	Bester, Alfred
6	12118	0.017610	0.007958	Bester, Alfred
3	11601	0.016859	0.011292	Bester, Alfred
36	11475	0.016676	0.006650	Bester, Alfred
0	11433	0.016615	0.006577	Bester, Alfred
21	11388	0.016549	0.009608	Bester, Alfred
48	11289	0.016405	0.004363	Bester, Alfred
23	11024	0.016020	0.003752	Bester, Alfred
26	10310	0.014983	0.010126	Bester, Alfred
35	10059	0.014618	0.009042	Bester, Alfred
41	9791	0.014228	0.003586	Bester, Alfred
47	9449	0.013731	0.003596	Bester, Alfred
2	8352	0.012137	0.010028	Bester, Alfred
27	8169	0.011871	0.009500	Bester, Alfred
15	8153	0.011848	0.007110	Bester, Alfred
34	8062	0.011716	0.015910	Bester, Alfred
29	7619	0.011072	0.005017	Bester, Alfred
63	7137	0.010372	0.023914	Bester, Alfred
57	6830	0.009925	0.006859	Bester, Alfred
7	6121	0.008895	0.003538	Bester, Alfred
13	5992	0.008708	0.009093	Bester, Alfred
45	5834	0.008478	0.005933	Bester, Alfred
14	5395	0.007840	0.012388	Bester, Alfred
42	4495	0.006532	0.012137	Bester, Alfred
9	4086	0.005938	0.003442	Bester, Alfred
19	3298	0.004793	0.003467	Bester, Alfred
69	3150	0.004578	0.004018	Bester, Alfred
44	3029	0.004402	0.001911	Bester, Alfred
51	2849	0.004140	0.003033	Bester, Alfred
67	2767	0.004021	0.018213	Bester, Alfred
11	2422	0.003520	0.008860	Bester, Alfred
22	1837	0.002670	0.005782	Bester, Alfred
5	1658	0.002409	0.003538	Bester, Alfred
4	1330	0.001933	0.001645	Bester, Alfred
72	1327	0.001928	0.004089	Bester, Alfred
37	1307	0.001899	0.004720	Bester, Alfred
64	1292	0.001878	0.009088	Bester, Alfred
60	1200	0.001744	0.002266	Bester, Alfred
62	1174	0.001706	0.002880	Bester, Alfred
46	1121	0.001629	0.001692	Bester, Alfred
55	1042	0.001514	0.002154	Bester, Alfred
31	781	0.001135	0.002831	Bester, Alfred
58	735	0.001068	0.001149	Bester, Alfred
52	672	0.000977	0.001660	Bester, Alfred
59	666	0.000968	0.001956	Bester, Alfred
30	642	0.000933	0.000952	Bester, Alfred
38	629	0.000914	0.001089	Bester, Alfred
74	613	0.000891	0.001857	Bester, Alfred
20	601	0.000873	0.002723	Bester, Alfred
8	547	0.000795	0.001014	Bester, Alfred
43	517	0.000751	0.003482	Bester, Alfred
56	459	0.000667	0.002070	Bester, Alfred
16	444	0.000645	0.000598	Bester, Alfred
12	440	0.000639	0.000787	Bester, Alfred
49	347	0.000504	0.001069	Bester, Alfred
71	323	0.000469	0.001413	Bester, Alfred
66	223	0.000324	0.001148	Bester, Alfred
24	138	0.000201	0.000337	Bester, Alfred
6	32130	0.069889	0.021099	Knight, Damon
28	28203	0.061347	0.005599	Knight, Damon
53	27375	0.059546	0.007310	Knight, Damon
70	24748	0.053832	0.007485	Knight, Damon
41	20214	0.043969	0.007403	Knight, Damon
50	18184	0.039554	0.010952	Knight, Damon
48	18008	0.039171	0.006960	Knight, Damon
17	15934	0.034659	0.006674	Knight, Damon
54	14012	0.030479	0.018375	Knight, Damon
65	13996	0.030444	0.005120	Knight, Damon
40	13069	0.028428	0.008388	Knight, Damon
1	13052	0.028391	0.008987	Knight, Damon
23	12539	0.027275	0.004268	Knight, Damon
39	11905	0.025896	0.003319	Knight, Damon
47	11798	0.025663	0.004490	Knight, Damon
9	11314	0.024610	0.009532	Knight, Damon
13	10680	0.023231	0.016207	Knight, Damon
3	10547	0.022942	0.010266	Knight, Damon
62	10440	0.022709	0.025608	Knight, Damon
27	10023	0.021802	0.011656	Knight, Damon
73	9943	0.021628	0.004567	Knight, Damon
0	9503	0.020671	0.005467	Knight, Damon
61	9494	0.020651	0.009377	Knight, Damon
10	9424	0.020499	0.004426	Knight, Damon
7	8445	0.018369	0.004882	Knight, Damon
25	7301	0.015881	0.002791	Knight, Damon
36	6175	0.013432	0.003579	Knight, Damon
2	5246	0.011411	0.006299	Knight, Damon
29	4962	0.010793	0.003267	Knight, Damon
57	4932	0.010728	0.004953	Knight, Damon
15	4928	0.010719	0.004298	Knight, Damon
68	4567	0.009934	0.003105	Knight, Damon
21	3883	0.008446	0.003276	Knight, Damon
69	3179	0.006915	0.004055	Knight, Damon
18	3091	0.006724	0.001740	Knight, Damon
35	2879	0.006262	0.002588	Knight, Damon
26	2791	0.006071	0.002741	Knight, Damon
51	2751	0.005984	0.002929	Knight, Damon
63	2581	0.005614	0.008648	Knight, Damon
45	2506	0.005451	0.002549	Knight, Damon
34	2328	0.005064	0.004594	Knight, Damon
44	1985	0.004318	0.001253	Knight, Damon
14	1743	0.003791	0.004002	Knight, Damon
19	1634	0.003554	0.001718	Knight, Damon
46	1412	0.003071	0.002132	Knight, Damon
42	1109	0.002412	0.002994	Knight, Damon
5	1022	0.002223	0.002181	Knight, Damon
37	910	0.001979	0.003286	Knight, Damon
64	897	0.001951	0.006309	Knight, Damon
31	862	0.001875	0.003125	Knight, Damon
67	814	0.001771	0.005358	Knight, Damon
22	813	0.001768	0.002559	Knight, Damon
11	607	0.001320	0.002221	Knight, Damon
38	561	0.001220	0.000971	Knight, Damon
55	494	0.001075	0.001021	Knight, Damon
30	449	0.000977	0.000666	Knight, Damon
32	432	0.000940	0.000914	Knight, Damon
8	419	0.000911	0.000777	Knight, Damon
4	399	0.000868	0.000493	Knight, Damon
12	391	0.000850	0.000699	Knight, Damon
16	379	0.000824	0.000510	Knight, Damon
20	372	0.000809	0.001685	Knight, Damon
58	363	0.000790	0.000568	Knight, Damon
56	335	0.000729	0.001511	Knight, Damon
59	334	0.000727	0.000981	Knight, Damon
72	270	0.000587	0.000832	Knight, Damon
66	251	0.000546	0.001292	Knight, Damon
60	249	0.000542	0.000470	Knight, Damon
52	244	0.000531	0.000603	Knight, Damon
43	215	0.000468	0.001448	Knight, Damon
33	169	0.000368	0.001188	Knight, Damon
49	159	0.000346	0.000490	Knight, Damon
71	152	0.000331	0.000665	Knight, Damon
24	114	0.000248	0.000279	Knight, Damon
74	91	0.000198	0.000276	Knight, Damon
47	94790	0.109453	0.036076	Wyndham, John
28	76813	0.088696	0.015249	Wyndham, John
23	46374	0.053548	0.015784	Wyndham, John
70	41109	0.047468	0.012434	Wyndham, John
